"id","name","description","price","shop","brand","labels"
12450,"Herren Jockey Shortsleeve Shirt weiss unifarben","ShortsleeveShirt von Jockey. Doppelripp  der legendäre Evergreen aus dem Hause Jockey. Lange Freude hat man an der Classic Cotton Rib Serie nicht nur aufgrund des klassischen YFront Designs. Verwendet wird gekämmte Baumwolle, die besonders hautfreundlich ist, da sie ohne optische Aufheller gebleichte wurde. Schnitt: Shirt mit kurzem Arm mit verlängertem Rücken. Rundhalsausschnitt mit EinfachRippe eingefasst. Ärmel schließen mit feinem ca. 4,5 cm breitem Bündchen ab, welches mit einer flachen Naht an das TShirt angesetzt wird. Saum im Rückteil verlängert und dezent geschwungen. Flache Schulternahtverarbeitung. Material: 100% Baumwolle, Doppelripp  Qualität. Textil Schadstoffgeprüft nach ÖkoTex Standard 100. Pflegehinweis: Maschinenwäsche bei 95°C. Für den Trockner geeignet. Bügeln auf mittlerer Stufe. Bitte nicht chemisch reinigen. Bitte Pflegeetikett beachten. Farbe: Naturweiß.",19.950000762939453,"Herrenausstatter","Jockey","Bekleidung,Shirts,TShirts,Wäsche,Unterhemden,Kurzarm Unterhemd"
12780,"Herren Falke Support Kompressionstrumpf 1 Paar unifarben","Falke Support Stützstrumpf  Perfekt für lange Reisen Ein qualitativ hochwertiger und leicht stützender Strumpf, der in schlichtem Schwarz sehr gut zum BusinessOutfit passt. Form/Verarbeitung: Leicht stützender Kniestrumpf. Stützklasse 2 (leicht bis mittel). Im Look eines klassischen BusinessStrumpfes. Leichter, anatomisch angepasster Druckverlauf unterstützt die Blutzirkulation und beugt müden Beinen vor. Vitalisierend. Glatte, feine Strickoptik. Druckfreie handgekettelte Spitze. Material: 65% Baumwolle, 33% Polyamid, 2% Elasthan. Farbe: Schwarz.",18,"Herrenausstatter","Falke","Bekleidung,Wäsche,Strümpfe,Kniestrümpfe,Socken,Stützstrümpfe"
12890,"Herren Hiltl Hose Cesano unifarben","Modische Hose bei Herrenausstatter: Eine völlig neue Generation von Baumwollhosen: Giza Baumwolle, bügelfrei Cesano, Hiltl FormenNr. 73400 Luxury Comfort Modische Comforthose mit Stretchbund, Basis Capo, ohne Bundfalte, mit Uhrtasche in Bundnaht, französische Tascheneingriffe, doppelt paspelierte Gesäßtaschen mit Knopf, ohne Umschlag. In der herausragenden HiltlVerarbeitungsqualität. Farbe: camel. Superleichte neue Baumwolle ( 98% mit 2% Elasthan (Lycra) Anteil). Waschbar bei 40°. Kann im Trockner bei niedrigster Temperatur getrocknet werden. Eine chemische Reinigung ist möglich. Giza Cotton Bügelfrei Durch eine besonders umweltschonende Ausrüstung ist diese hochwertige Baumwolle bügelfrei ausgerüstet worden. Sie wurde speziell für Baumwollgewebe entwickelt und erhält auch nach vielen Wäschen die Leuchtkraft der Farbe. Nach der Wäsche braucht die Hose nicht mehr gebügelt werden, da das Gewebe ready to go ausgerüstet ist. Dies macht sich auch im täglichen Gebrauch positiv bemerkbar, da die Knitteranfälligkeit sehr reduziert ist, und die Formstabilität erhalten bleibt. Die Ausrüstung ist wasch und reinigungsbeständig. Die besonderen Pflegevorteile: ausgesuchte, hochwertige, ägyptische Baumwolle. hohe Farbbrillanz und softer Griff. bügelfreie Ausrüstung auch bei einer 40° Wäsche. exzellentes Selbstglätteverhalten nach der Tumblertrocknung. zusätzliche Pflegeleichtigkeit (Schmutz lässt sich leichter durch Waschen entfernen). angenehmer Tragekomfort und erhöhte Formstabilität durch Elasthan (Lycra). Durch den elastischen Oberstoff (98% Baumwolle, 2% Elasthan (Lycra)) und den zusätzlich eingearbeiteten Komfortbund garantiert Ihnen diese Hose ein Höchstmaß an Bequemlichkeit und Funktion. Hiltl Luxury Comfort ist absolut einzigartig. Die Veredelung des Oberstoffes erfüllt voll und ganz Ihre gehobenen Ansprüche an Innovation, Funktionalität, Komfort und Qualität.",94.94999694824219,"Herrenausstatter","Hiltl","Bekleidung,Anzüge,Anzughosen,Hosen,Hüfthosen,Stoffhosen"
13300,"Herren Hiltl Hose MilanoU schwarz unifarben","Modische Hose bei Herrenausstatter: Milano U. Superior SchurwollHose in schwarz Hiltl FormenNr. 338 Modische Bundfaltenhose mit einer Bundfalte, schräggestellte Doppelpaspeltaschen, doppelt paspelierte Gesäßtaschen, schlanker Beinverlauf mit Umschlag (4,5 cm). Farbe: tiefschwarz Pflegehinweis: bitte in die Reinigung geben! Maße: Fußweite bei Größe 52: ca. 46 cm Aus der Superior Linie von Hiltl. Das bedeutet für Sie: Einsatz australischer Merinowolle in Super100sQualität  das exakte, feinfädige und luxuriöse Stoffbild sowie die hohe Garnfeinheit und Strapazierfähigkeit beeindrucken bei diesem Modell. Die Stoffe werden besonderen Prüfungen auf Reiß, Schweiß, Wasch bzw. Reinigungs und Bügelfestigkeit unterworfen. Herkunft und Qualität werden strengstens kontrolliert. Hohle, ausgebügelte Gürtelschlaufen Echte Hornknöpfe",129.9499969482422,"Herrenausstatter","Hiltl","Bekleidung,Anzüge,Anzughosen,Hosen,Stoffhosen,Bundfaltenhosen"
13301,"Herren Hiltl Hose MilanoU anthrazit unifarben","Modische Hose bei Herrenausstatter: Milano U. Superior SchurwollHose in anthrazitgrau Hiltl FormenNr. 338 Modische Bundfaltenhose mit einer Bundfalte, schräggestellte Doppelpaspeltaschen, doppelt paspelierte Gesäßtaschen, schlanker Beinverlauf mit Umschlag (4,5 cm). Farbe: anthrazitgrau Pflegehinweis: bitte in die Reinigung geben! Maße: Fußweite bei Größe 52: ca. 46 cm Aus der Superior Linie von Hiltl. Das bedeutet für Sie: Einsatz australischer Merinowolle in Super100sQualität  das exakte, feinfädige und luxuriöse Stoffbild sowie die hohe Garnfeinheit und Strapazierfähigkeit beeindrucken bei diesem Modell. Die Stoffe werden besonderen Prüfungen auf Reiß, Schweiß, Wasch bzw. Reinigungs und Bügelfestigkeit unterworfen. Herkunft und Qualität werden strengstens kontrolliert. Hohle, ausgebügelte Gürtelschlaufen Echte Hornknöpfe",129.9499969482422,"Herrenausstatter","Hiltl","Bekleidung,Anzüge,Anzughosen,Hosen,Stoffhosen,Bundfaltenhosen"
13302,"Herren Hiltl Hose MilanoU marine unifarben","Modische Hose bei Herrenausstatter: Milano U. Superior SchurwollHose in marineblau Hiltl FormenNr. 338 Modische Bundfaltenhose mit einer Bundfalte, schräggestellte Doppelpaspeltaschen, doppelt paspelierte Gesäßtaschen, schlanker Beinverlauf mit Umschlag (4,5 cm). Farbe: feines, tiefes marineblau Pflegehinweis: bitte in die Reinigung geben! Maße: Fußweite bei Größe 52: ca. 46 cm Aus der Superior Linie von Hiltl. Das bedeutet für Sie: Einsatz australischer Merinowolle in Super100sQualität  das exakte, feinfädige und luxuriöse Stoffbild sowie die hohe Garnfeinheit und Strapazierfähigkeit beeindrucken bei diesem Modell. Die Stoffe werden besonderen Prüfungen auf Reiß, Schweiß, Wasch bzw. Reinigungs und Bügelfestigkeit unterworfen. Herkunft und Qualität werden strengstens kontrolliert. Hohle, ausgebügelte Gürtelschlaufen Echte Hornknöpfe",129.9499969482422,"Herrenausstatter","Hiltl","Bekleidung,Anzüge,Anzughosen,Hosen,Stoffhosen,Bundfaltenhosen"
16116,"Herren Hiltl Genua Cord marine","Modische Hose bei Herrenausstatter: Modisch sportive Bundfaltenhose aus Genua Cord Bei dieser Cordhose wird ein voluminöser GenuaCord aus reiner Baumwolle mit einer soften, runden Rippung eingesetzt. Bei der Entwicklung dieser Qualität standen für Hiltl Sportivität und Volumen bei gleichzeitiger Realisierung einer optimalen, besonders hohen Softness im Vordergrund. Das Ergebnis ist eine Weichheit, die das relativ hohe Gewicht von 540g/qm nicht erkennen lässt. Gleichzeitig zeigt dieser Cordstoff durch seine dichte Gewebekonstruktion auf Basis feiner langstapeliger Baumwollgarne eine sehr hohe Langlebigkeit und beste Trageeigenschaften. Sie ist für ein legeres Business Outfit ebenso geeignet, wie für Ihre gehobenen Freizeitaktivitäten. Wir empfehlen dazu ein Poloshirt und Blouson, oder ein Hemd mit V Pullover und ein legeres Sakko. Die Hose im Detail: Schnitt: Modische Cordhose mit einer Bundfalte und Umschlag (ca. 4,5cm). Zwei schräg gestellte Doppelpaspeltaschen vorne, plus zwei Gesäßpaspeltaschen zum Knöpfen. Fußweite bei Gr.50: ca.22,5/ 45cm. Verarbeitung: In der herausragenden Hiltl Verarbeitungsqualität. Gerader Bund mit acht Gürtelschlaufen und mit Reißverschluss, Knopf, Haken und Gegenknopf zu schliessen. Material: 100% Baumwolle. Trendig sportiver mittelbreiter Cord mit 30 Cordstreifen auf 10 cm (ab 50 Streifen auf 10 cm spricht man von Feincord, darunter von Mittelcord, unter 25 Streifen dann von Breitcord) Waschbar bei 30°. Nicht für den Trockner geeignet. Eine chemische Reinigung ist möglich. Farbe : Marine.",94.94999694824219,"Herrenausstatter","Hiltl","Bekleidung,Anzüge,Anzughosen,Hosen,Stoffhosen,Bundfaltenhosen,Cordhosen"
16194,"Herren Jockey ClassicBrief schwarz unifarben","Trendige Bademode bei Herrenausstatter: Serie Langanas  klassischer Badeslip von Jockey Beständigkeit und Funktionalität  mit diesem Qualitätsprinzip überzeugt Jockey den anspruchsvollen Mann auch bei der Bademode. Schnitte und Farben sind klassisch und dezent, die Details schlicht, die Passform ist exzellent. Ideal für den Schwimmsport ist dieser Slip mit kleiner Sicherheitstasche und Kordelzug im Bund. Form/Verarbeitung: Klassischer Slip, eng anliegend, gemäßigter Beinausschnitt Weicher Elastikbund mit TunnelBandzug auf der Innenseite Weicher, elastischer Beinabschluss Eine kleine Sicherheitstasche mit verdecktem Metallreißverschluss vorne links Dezenter LogoSticker in der linken Seitennaht Frontbereich mit weichem Jerseyfutter verstärkt Material: 80% Polyamid, 20% Elasthan für hohe Elastizität  ein weiches und robustes Material mit mattem Schimmer, pflegeleicht und schnell trocknend. Pflegehinweis: 30°Wäsche. Bitte nicht in den Trockner geben, nicht bügeln und nicht chemisch reinigen. Farbe: Schwarz",29.950000762939453,"Herrenausstatter","Jockey","Bekleidung,Bademode,Badehosen,Badeslips,Wäsche,Unterhosen,Slips"
62138,"Herren D&G Tank Top Skin Sensation O/0032/N80034 unifarben","D G Underwear: Skin Sensation, die Wäscheserie aus natürlicher Baumwolle mit Elasthan Klares, schnörkelloses Design und perfekte Passformen versprechen uneingeschränkten Tragekomfort. Diese Wäscheserie von Dolce Gabbana ist aus natürlicher Baumwolle gefertigt und dadurch besonders angenehm auf der Haut zu tragen. Der feine Jersey ist dank der Beimischung von Elasthan leicht elastisch und wunderbar soft im Griff  für ein rund um gutes Gefühl den ganzen Tag. Schnitt/ Verarbeitung: Eng anliegendes TankTop Hals und Armausschnitte sind mit feinen Jerseybündchen eingefasst. Material: 94% Baumwolle, 6% Elasthan in feiner Jerseyqualität. Pflegehinweis : 40° Wäsche, nicht für den Trockner geeignet. Bei niedriger Stufe bügeln. Farbe: Erhältlich in den Farben weiß, grau meliert und schwarz.",39.95000076293945,"Herrenausstatter","Dolce & Gabbana","Bekleidung,Tops,Tank Tops,Wäsche,Unterhemden,Achselshirt"
63527,"Herren bugatti Five Pocket dbraun 66288/Colorado/190 unifarben","Modische Hose bei Herrenausstatter: bugatti: FivePocketHose mit Çeramica by Riopele Jung und modern, unkompliziert und immer korrekt, die Kombihosen von Bugatti begleiten Sie in der Freizeit ebenso wie im Büro. Der Schnitt ist körperbetont und durch den FivePocketStil zwanglos. Das Material mit Ç eramica bietet hervorragende Eigenschaften, es ist wärmereflektierend, atmungsaktiv, elastisch, knittert nicht und kann problemlos in der Maschine gewaschen werden. Die perfekte Ergänzung zu sportiven Sakkos und modischen Cardigans, kurz um: ein Alltagsbegleiter für jede Gelegenheit und jede Jahreszeit. Schnitt/Verarbeitung: Colorado  Hose im FivePocketStil, mit körpernaher Passform. Verschluss: Reißverschluss und Knopf. 6 Gürtelschlaufen für Gürtelhöhe bis ca. 4 cm. FivePocketStil, das bedeutet zwei runde Eingrifftaschen und eine Feuerzeugtasche vorne, sowie zwei aufgesteppte Gesäßtaschen. Hinten, rechts am Bund ist ein schwarzes Logopatsch aufgesteppt, in der rechten Seitennaht, oben ist ein kleines LogoEmblem mitgefasst. Maße: Bei Gr. 32/34: Bundweite ca.82 cm, Fußweite 44 cm. Material : 68% Polyester, 29% Viskose und 3% Elasthan. Bei der Ausrüstung mit Ç eramica von Riopele wird das Gewebe mit feinsten Keramikteilchen versetzt, dadurch entstehen hervorragende Trageeigenschaften. Pflegehinweis: 40°Wäsche, bügeln bei mittlerer Temperatur. Nicht für den Trockner geeignet. Eine chemische Reinigung ist möglich. Farbe : Dunkelbraun.",59.95000076293945,"Herrenausstatter","Bugatti","Bekleidung,Anzüge,Anzughosen,Hosen,Freizeithosen,Stoffhosen"
88107,"Herren Schiesser Boxershort weiß unifarben","Shorts aus der Serie Boxer Plus von Schiesser Der Name Schiesser steht für Qualität, die überzeugt und Design, das sich sehen lassen kann  seit 1875. Das Slipprogramm Blue Bird erfüllt mit klassischen Formen und hochwertigen, komfortablen MaterialVarianten alle Ansprüche. Form /Verarbeitung: Leger geschnittene Shorts mit Knopfleiste Eingriff mit Knopfleiste und 1 Knopf Am Gesäß Mittelnaht Weicher Tunnelgummibund, vorne LogoPatch in grau Glatter Beinabschluss Material: Leichter Singlejersey aus 100% weicher, atmungsaktive Baumwolle Pflege hinweis: Maschinenwäsche bei 60°, Trockner bei niedrigster Stufe, Bügeln bei höchster Stufe, bitte nicht chemisch reinigen. Farbe/Dessin: Glatter Jersey, weiß",12.949999809265137,"Herrenausstatter","Schiesser","Bekleidung,Hosen,Kurze Hosen,Shorts,Wäsche,Unterhosen,Boxershorts"
88108,"Herren Schiesser Boxershort schwarz unifarben","Shorts aus der Serie Boxer Plus von Schiesser Der Name Schiesser steht für Qualität, die überzeugt und Design, das sich sehen lassen kann  seit 1875. Das Slipprogramm Blue Bird erfüllt mit klassischen Formen und hochwertigen, komfortablen MaterialVarianten alle Ansprüche. Form /Verarbeitung: Leger geschnittene Shorts mit Knopfleiste Eingriff mit Knopfleiste und 1 Knopf Am Gesäß Mittelnaht Weicher Tunnelgummibund, vorne LogoPatch in grau Glatter Beinabschluss Material: Leichter Singlejersey aus 100% weicher, atmungsaktive Baumwolle Pflege hinweis: Maschinenwäsche bei 60°, Trockner bei niedrigster Stufe, Bügeln bei höchster Stufe, bitte nicht chemisch reinigen. Farbe/Dessin: schwaz",12.949999809265137,"Herrenausstatter","Schiesser","Bekleidung,Hosen,Kurze Hosen,Shorts,Wäsche,Unterhosen,Boxershorts"
88111,"Herren Schiesser Boxershort schwarz kariert","Shorts aus der Serie Boxer Plus von Schiesser Der Name Schiesser steht für Qualität, die überzeugt und Design, das sich sehen lassen kann  seit 1875. Das Slipprogramm Blue Bird erfüllt mit klassischen Formen und hochwertigen, komfortablen MaterialVarianten alle Ansprüche. Form /Verarbeitung: Leger geschnittene Shorts mit Knopfleiste Eingriff mit Knopfleiste und 1 Knopf Am Gesäß Mittelnaht Weicher Tunnelgummibund, vorne LogoPatch in grau Glatter Beinabschluss Material: Leichter Singlejersey aus 100% weicher, atmungsaktive Baumwolle Pflege hinweis: Maschinenwäsche bei 60°, Trockner bei niedrigster Stufe, Bügeln bei höchster Stufe, bitte nicht chemisch reinigen. Farbe/Dessin: Glatter Jersey, Fond schwarz mit Gitterkaro in weißgrau",18.950000762939453,"Herrenausstatter","Schiesser","Bekleidung,Hosen,Kurze Hosen,Shorts,Wäsche,Unterhosen,Boxershorts"
